Main,Sub1,number of tools 1,Sub2,number of tools 2
/genomics2-category,/dna-structure-analysis-category,30,/data-visualization-9-category,3
/genomics2-category,/dna-structure-analysis-category,30,/dna-structures-category,25
/genomics2-category,/dna-structure-databases-category,4,/r-loop-forming-sequence-data-category,1
/genomics2-category,/dna-structure-databases-category,4,/unclassified-structure-databases-category,3
/genomics2-category,/dpcr-1-category,8,/data-analysis-18-category,8
/transcriptomics-category,/drna-seq-category,4,/data-analysis-36-category,4
/transcriptomics-category,/drop-seq-category,4,/data-analysis-5-category,4
/metabolomics-category,/drug-discovery-category,1026,/libraries-frameworks-1-category,2
/metabolomics-category,/drug-discovery-category,1026,/pre-clinical-category,2
/metabolomics-category,/drug-discovery-category,1026,/clinicals-trials-category,3
/metabolomics-category,/drug-discovery-category,1026,/drug-set-enrichment-analysis-category,3
/metabolomics-category,/drug-discovery-category,1026,/augmented-and-virtual-reality-category,4
/metabolomics-category,/drug-discovery-category,1026,/chemical-enrichment-analysis-category,5
/metabolomics-category,/drug-discovery-category,1026,/logp-prediction-category,5
/metabolomics-category,/drug-discovery-category,1026,/mlp-calculation-category,5
/metabolomics-category,/drug-discovery-category,1026,/network-pharmacology-category,5
/metabolomics-category,/drug-discovery-category,1026,/rna-ligand-interactions-category,5
/metabolomics-category,/drug-discovery-category,1026,/chemical-translation-category,6
/metabolomics-category,/drug-discovery-category,1026,/compound-similarity-visualization-category,6
/metabolomics-category,/drug-discovery-category,1026,/pka-prediction-category,7
/metabolomics-category,/drug-discovery-category,1026,/bioactivity-prediction-category,9
/metabolomics-category,/drug-discovery-category,1026,/drug-metabolism-category,9
/metabolomics-category,/drug-discovery-category,1026,/population-pk-pd-modeling-category,9
/metabolomics-category,/drug-discovery-category,1026,/toxicogenomics-category,9
/metabolomics-category,/drug-discovery-category,1026,/connectivity-mapping-category,11
/metabolomics-category,/drug-discovery-category,1026,/dose-response-category,11
/metabolomics-category,/drug-discovery-category,1026,/drug-combination-analysis-category,11
/metabolomics-category,/drug-discovery-category,1026,/synergistic-drug-prediction-category,11
/metabolomics-category,/drug-discovery-category,1026,/combinatorial-libraries-category,12
/metabolomics-category,/drug-discovery-category,1026,/metabolite-prediction-category,12
/metabolomics-category,/drug-discovery-category,1026,/ddis-category,13
/metabolomics-category,/drug-discovery-category,1026,/som-prediction-category,16
/metabolomics-category,/drug-discovery-category,1026,/adverse-drug-reactions-category,21
/metabolomics-category,/drug-discovery-category,1026,/drug-sensitivity-category,21
/metabolomics-category,/drug-discovery-category,1026,/molecular-simulation-category,21
/metabolomics-category,/drug-discovery-category,1026,/pharmacogenetics-category,21
/metabolomics-category,/drug-discovery-category,1026,/workflow-systems3-category,21
/metabolomics-category,/drug-discovery-category,1026,/protein-dihedral-angle-prediction-category,24
/metabolomics-category,/drug-discovery-category,1026,/secondary-metabolite-biosynthetic-pathways-category,27
/metabolomics-category,/drug-discovery-category,1026,/drug-resistance-category,29
/metabolomics-category,/drug-discovery-category,1026,/admet-property-prediction-category,30
/metabolomics-category,/drug-discovery-category,1026,/binding-affinity-prediction-category,31
/metabolomics-category,/drug-discovery-category,1026,/drug-repositioning-category,40
/metabolomics-category,/drug-discovery-category,1026,/structure-based-category,62
/metabolomics-category,/drug-discovery-category,1026,/qsar-toxicity-predictions-category,65
/metabolomics-category,/drug-discovery-category,1026,/ligand-based-category,71
/metabolomics-category,/drug-discovery-category,1026,/molecule-viewers-category,81
/metabolomics-category,/drug-discovery-category,1026,/other-tools-1-category,82
/metabolomics-category,/drug-discovery-category,1026,/protein-dynamics-prediction-category,91
/metabolomics-category,/drug-discovery-category,1026,/molecule-editors-category,97
/genomics2-category,/educational-resources-category,667,/data-as-a-service-daas-databases-category,1
/genomics2-category,/educational-resources-category,667,/documentation-creation-databases-category,1
/genomics2-category,/educational-resources-category,667,/platform-as-a-service-paas-databases-category,1
/genomics2-category,/educational-resources-category,667,/version-control-systems-databases-category,1
/genomics2-category,/educational-resources-category,667,/biocontainers-category,2
/genomics2-category,/educational-resources-category,667,/protocol-repositories-category,2
/genomics2-category,/educational-resources-category,667,/python-databases-category,2
/genomics2-category,/educational-resources-category,667,/data-portal-creation-category,3
/genomics2-category,/educational-resources-category,667,/version-control-systems-category,3
/genomics2-category,/educational-resources-category,667,/standards-databases-category,4
/genomics2-category,/educational-resources-category,667,/data-as-a-service-daas-category,5
/genomics2-category,/educational-resources-category,667,/programming-language-category,5
/genomics2-category,/educational-resources-category,667,/software-documentation-creation-category,5
/genomics2-category,/educational-resources-category,667,/interactive-notebooks-category,6
/genomics2-category,/educational-resources-category,667,/python-category,6
/genomics2-category,/educational-resources-category,667,/standards-category,6
/genomics2-category,/educational-resources-category,667,/protocol-repositories-databases-category,9
/genomics2-category,/educational-resources-category,667,/serious-games-category,9
/genomics2-category,/educational-resources-category,667,/infrastructure-as-a-service-iaas-category,10
/genomics2-category,/educational-resources-category,667,/r-category,11
/genomics2-category,/educational-resources-category,667,/unclassified-databases-10-category,16
/genomics2-category,/educational-resources-category,667,/electronic-lab-notebooks-category,27
/genomics2-category,/educational-resources-category,667,/educational-websites-category,29
/genomics2-category,/educational-resources-category,667,/platform-as-a-service-paas-category,36
/genomics2-category,/educational-resources-category,667,/lims-category,54
/genomics2-category,/educational-resources-category,667,/figure-creation1-category,80
/genomics2-category,/educational-resources-category,667,/statistics-biology-category,143
/genomics2-category,/educational-resources-category,667,/unclassified-tools-43-category,190
/transcriptomics-category,/fish-1-category,21,/data-analysis-13-category,21
/genomics2-category,/fish-2-category,20,/data-analysis-16-category,20
/proteomics-category,/flow-cytometry-category,176,/file-format-conversion-3-category,0
/phenomics-category,/flow-cytometry-category,176,/file-format-conversion-3-category,0
/proteomics-category,/flow-cytometry-category,176,/data-preprocessing5-category,2
/phenomics-category,/flow-cytometry-category,176,/data-preprocessing5-category,2
/proteomics-category,/flow-cytometry-category,176,/data-repositories-category,2
/phenomics-category,/flow-cytometry-category,176,/data-repositories-category,2
/proteomics-category,/flow-cytometry-category,176,/data-standards2-category,2
/phenomics-category,/flow-cytometry-category,176,/data-standards2-category,2
/proteomics-category,/flow-cytometry-category,176,/proliferation-analysis-category,3
/phenomics-category,/flow-cytometry-category,176,/proliferation-analysis-category,3
/proteomics-category,/flow-cytometry-category,176,/cell-cycle-analysis-category,4
/phenomics-category,/flow-cytometry-category,176,/cell-cycle-analysis-category,4
/proteomics-category,/flow-cytometry-category,176,/data-acquisition-1-category,4
/phenomics-category,/flow-cytometry-category,176,/data-acquisition-1-category,4
/proteomics-category,/flow-cytometry-category,176,/normalization2-category,5
/phenomics-category,/flow-cytometry-category,176,/normalization2-category,5
/proteomics-category,/flow-cytometry-category,176,/utilities2-category,5
/phenomics-category,/flow-cytometry-category,176,/utilities2-category,5
/proteomics-category,/flow-cytometry-category,176,/data-compensation-category,6
/phenomics-category,/flow-cytometry-category,176,/data-compensation-category,6
/proteomics-category,/flow-cytometry-category,176,/other-tools11-category,7
/phenomics-category,/flow-cytometry-category,176,/other-tools11-category,7
/proteomics-category,/flow-cytometry-category,176,/software-pipelines10-category,12
/phenomics-category,/flow-cytometry-category,176,/software-pipelines10-category,12
/proteomics-category,/flow-cytometry-category,176,/quality-assessment-category,13
/phenomics-category,/flow-cytometry-category,176,/quality-assessment-category,13
/proteomics-category,/flow-cytometry-category,176,/data-transformation-category,16
/phenomics-category,/flow-cytometry-category,176,/data-transformation-category,16
/proteomics-category,/flow-cytometry-category,176,/population-identification-category,26
/phenomics-category,/flow-cytometry-category,176,/population-identification-category,26
/proteomics-category,/flow-cytometry-category,176,/data-visualization-1-category,30
/phenomics-category,/flow-cytometry-category,176,/data-visualization-1-category,30
/proteomics-category,/flow-cytometry-category,176,/automated-gating-category,39
/phenomics-category,/flow-cytometry-category,176,/automated-gating-category,39
/proteomics-category,/frap-category,12,/data-analysis-15-category,12
/proteomics-category,/fret-category,15,/data-analysis-14-category,15
/phenomics-category,/functional-magnetic-resonance-imaging-category,119,/image-format-management-3-category,2
/phenomics-category,/functional-magnetic-resonance-imaging-category,119,/image-quality-control-category,3
/phenomics-category,/functional-magnetic-resonance-imaging-category,119,/image-simulation-1-category,4
/phenomics-category,/functional-magnetic-resonance-imaging-category,119,/3d-image-surfacing-2-category,5
/phenomics-category,/functional-magnetic-resonance-imaging-category,119,/image-registration-5-category,7
/phenomics-category,/functional-magnetic-resonance-imaging-category,119,/image-visualization-4-category,14
/phenomics-category,/functional-magnetic-resonance-imaging-category,119,/image-enhancement-2-category,15
/phenomics-category,/functional-magnetic-resonance-imaging-category,119,/image-segmentation-1-category,15
/phenomics-category,/functional-magnetic-resonance-imaging-category,119,/3d-image-analysis-3-category,18
/phenomics-category,/functional-magnetic-resonance-imaging-category,119,/image-data-analysis-1-category,36
/genomics2-category,/gbs-category,1376,/experimental-design-1-category,1
/genomics2-category,/gbs-category,1376,/workflows-pipelines-2-category,2
/genomics2-category,/gbs-category,1376,/other-tools-9-category,5
/genomics2-category,/gbs-category,1376,/power-sample-size-calculation-category,8
/genomics2-category,/gbs-category,1376,/region-based-association-analysis-category,8
/genomics2-category,/gbs-category,1376,/fine-mapping-category,12
/genomics2-category,/gbs-category,1376,/demultiplexing-category,31
/genomics2-category,/gbs-category,1376,/read-clustering-category,32
/genomics2-category,/gbs-category,1376,/base-calling-category,40
/genomics2-category,/gbs-category,1376,/linkage-analysis-category,80
/genomics2-category,/gbs-category,1376,/similarity-search-category,101
/genomics2-category,/gbs-category,1376,/adapter-trimming-category,122
/genomics2-category,/gbs-category,1376,/somatic-snp-detection-category,133
/genomics2-category,/gbs-category,1376,/quality-control6-category,143
/genomics2-category,/gbs-category,1376,/germline-snp-detection-category,163
/genomics2-category,/gbs-category,1376,/genome-assembly-category,184
/genomics2-category,/gbs-category,1376,/read-alignment-category,311
/transcriptomics-category,/gene-expression-analysis-category,2768,/data-storage-and-management-category,0
/transcriptomics-category,/gene-expression-analysis-category,2768,/disease-related-genes-prediction-category,0
/transcriptomics-category,/gene-expression-analysis-category,2768,/meta-analysis-1-category,0
/transcriptomics-category,/gene-expression-analysis-category,2768,/pathway-activity-prediction-category,0
/transcriptomics-category,/gene-expression-analysis-category,2768,/circular-rna-visualization-category,1
/transcriptomics-category,/gene-expression-analysis-category,2768,/rbp-motif-enrichment-category,2
/transcriptomics-category,/gene-expression-analysis-category,2768,/tissue-specific-gene-detection-1-category,3
/transcriptomics-category,/gene-expression-analysis-category,2768,/translational-efficiency-prediction-category,3
/transcriptomics-category,/gene-expression-analysis-category,2768,/operon-structure-prediction-category,4
/transcriptomics-category,/gene-expression-analysis-category,2768,/ribosomal-gene-prediction-category,4
/transcriptomics-category,/gene-expression-analysis-category,2768,/cis-regulatory-rna-element-prediction-category,5
/transcriptomics-category,/gene-expression-analysis-category,2768,/phenotype-enrichment-analysis-category,5
/transcriptomics-category,/gene-expression-analysis-category,2768,/trna-derived-rna-annotation-category,7
/transcriptomics-category,/gene-expression-analysis-category,2768,/riboswitch-detection-category,8
/transcriptomics-category,/gene-expression-analysis-category,2768,/gene-fusion-visualization-category,11
/transcriptomics-category,/gene-expression-analysis-category,2768,/immune-cells-abundance-estimation-category,13
/transcriptomics-category,/gene-expression-analysis-category,2768,/translation-initiation-site-prediction-category,19
/transcriptomics-category,/gene-expression-analysis-category,2768,/differential-co-expression-category,20
/transcriptomics-category,/gene-expression-analysis-category,2768,/gene-prediction2-category,20
/transcriptomics-category,/gene-expression-analysis-category,2768,/transcriptome-browsers-category,22
/transcriptomics-category,/gene-expression-analysis-category,2768,/gene-visualization-category,23
/transcriptomics-category,/gene-expression-analysis-category,2768,/periodicity-detection-category,23
/transcriptomics-category,/gene-expression-analysis-category,2768,/mirna-enrichment-category,27
/transcriptomics-category,/gene-expression-analysis-category,2768,/region-discrimination-category,28
/transcriptomics-category,/gene-expression-analysis-category,2768,/venn-diagrams-category,29
/transcriptomics-category,/gene-expression-analysis-category,2768,/mirna-regulatory-modules-inference-category,30
/transcriptomics-category,/gene-expression-analysis-category,2768,/alternative-splicing-visualization-category,31
/transcriptomics-category,/gene-expression-analysis-category,2768,/functional-annotation-category,31
/transcriptomics-category,/gene-expression-analysis-category,2768,/data-visualization5-category,32
/transcriptomics-category,/gene-expression-analysis-category,2768,/est-processing-category,34
/transcriptomics-category,/gene-expression-analysis-category,2768,/protein-database-search-category,35
/transcriptomics-category,/gene-expression-analysis-category,2768,/gene-expression-data-mining-category,40
/transcriptomics-category,/gene-expression-analysis-category,2768,/heatmap-generation-category,40
/transcriptomics-category,/gene-expression-analysis-category,2768,/unclassified-tools-1-category,42
/transcriptomics-category,/gene-expression-analysis-category,2768,/transcriptome-annotation-category,44
/transcriptomics-category,/gene-expression-analysis-category,2768,/read-alignment-visualization-category,48
/transcriptomics-category,/gene-expression-analysis-category,2768,/over-representation-analysis-category,51
/transcriptomics-category,/gene-expression-analysis-category,2768,/variant-visualization2-category,54
/transcriptomics-category,/gene-expression-analysis-category,2768,/sequence-alignment-visualization-category,57
/transcriptomics-category,/gene-expression-analysis-category,2768,/eqtl-mapping-category,60
/transcriptomics-category,/gene-expression-analysis-category,2768,/topology-based-pathway-analysis-category,72
/transcriptomics-category,/gene-expression-analysis-category,2768,/protein-coding-gene-prediction-category,77
/transcriptomics-category,/gene-expression-analysis-category,2768,/gene-co-expression-prediction-category,84
/transcriptomics-category,/gene-expression-analysis-category,2768,/orthology-prediction-category,84
/transcriptomics-category,/gene-expression-analysis-category,2768,/differential-expression-visualization-category,86
/transcriptomics-category,/gene-expression-analysis-category,2768,/gene-ontologies-category,104
/transcriptomics-category,/gene-expression-analysis-category,2768,/survival-analysis-category,112
/transcriptomics-category,/gene-expression-analysis-category,2768,/variant-annotation-category,135
/transcriptomics-category,/gene-expression-analysis-category,2768,/motif-discovery2-category,140
/transcriptomics-category,/gene-expression-analysis-category,2768,/genome-visualization-category,171
/transcriptomics-category,/gene-expression-analysis-category,2768,/gene-set-analysis-category,216
/transcriptomics-category,/gene-expression-analysis-category,2768,/network-visualization-category,221
/transcriptomics-category,/gene-expression-analysis-category,2768,/gene-regulatory-networks-category,360
/transcriptomics-category,/gene-expression-microarray-category,962,/cell-subpopulation-deconvolution-category,4
/transcriptomics-category,/gene-expression-microarray-category,962,/data-simulation-4-category,5
/transcriptomics-category,/gene-expression-microarray-category,962,/raw-data-import-category,12
/transcriptomics-category,/gene-expression-microarray-category,962,/probe-filtering-category,13
/transcriptomics-category,/gene-expression-microarray-category,962,/batch-effect-correction-1-category,19
/transcriptomics-category,/gene-expression-microarray-category,962,/background-correction-category,20
/transcriptomics-category,/gene-expression-microarray-category,962,/image-analysis-category,22
/transcriptomics-category,/gene-expression-microarray-category,962,/alternative-splicing3-category,23
/transcriptomics-category,/gene-expression-microarray-category,962,/quality-control-8-category,27
/transcriptomics-category,/gene-expression-microarray-category,962,/normalization-5-category,32
/transcriptomics-category,/gene-expression-microarray-category,962,/time-course-category,33
/transcriptomics-category,/gene-expression-microarray-category,962,/meta-analysis-category,36
/transcriptomics-category,/gene-expression-microarray-category,962,/data-preprocessing-category,38
/transcriptomics-category,/gene-expression-microarray-category,962,/unclassified-tools13-category,54
/transcriptomics-category,/gene-expression-microarray-category,962,/all-in-one-tools-category,64
/transcriptomics-category,/gene-expression-microarray-category,962,/classification-category,78
/transcriptomics-category,/gene-expression-microarray-category,962,/gene-co-expression-prediction-category,84
/transcriptomics-category,/gene-expression-microarray-category,962,/differential-expression-category,101
/transcriptomics-category,/gene-expression-microarray-category,962,/similarity-search-category,101
/transcriptomics-category,/gene-expression-microarray-category,962,/clustering-category,196
/genomics2-category,/genome-annotation2-category,3658,/genome-annotation-1-category,0
/genomics2-category,/genome-annotation2-category,3658,/chromothripsis-like-pattern-detection-category,1
/genomics2-category,/genome-annotation2-category,3658,/fractionation-category,1
/genomics2-category,/genome-annotation2-category,3658,/gene-id-convertion-category,1
/genomics2-category,/genome-annotation2-category,3658,/genotype-networks-category,3
/genomics2-category,/genome-annotation2-category,3658,/standards-guidelines-category,3
/genomics2-category,/genome-annotation2-category,3658,/branchpoint-prediction-category,4
/genomics2-category,/genome-annotation2-category,3658,/chloroplast-genome-annotation-category,4
/genomics2-category,/genome-annotation2-category,3658,/dnase-i-hypersensitive-site-prediction-category,4
/genomics2-category,/genome-annotation2-category,3658,/hilbert-curve-generation-category,4
/genomics2-category,/genome-annotation2-category,3658,/replication-origin-detection-category,4
/genomics2-category,/genome-annotation2-category,3658,/ribosomal-gene-prediction-category,4
/genomics2-category,/genome-annotation2-category,3658,/crispr-detection2-category,5
/genomics2-category,/genome-annotation2-category,3658,/enhancer-promoter-interaction-prediction-category,5
/genomics2-category,/genome-annotation2-category,3658,/dna-triplexes-category,6
/genomics2-category,/genome-annotation2-category,3658,/frameshift-prediction-category,6
/genomics2-category,/genome-annotation2-category,3658,/maximal-exact-matches-category,6
/genomics2-category,/genome-annotation2-category,3658,/absent-words-category,7
/genomics2-category,/genome-annotation2-category,3658,/genome-coordinate-conversion-category,7
/genomics2-category,/genome-annotation2-category,3658,/snorna-gene-prediction-category,7
/genomics2-category,/genome-annotation2-category,3658,/cnv-visualization-category,8
/genomics2-category,/genome-annotation2-category,3658,/pseudogene-prediction-category,8
/genomics2-category,/genome-annotation2-category,3658,/cpg-islands-category,9
/genomics2-category,/genome-annotation2-category,3658,/mitochondrial-genome-annotation-category,9
/genomics2-category,/genome-annotation2-category,3658,/pirna-prediction-category,10
/genomics2-category,/genome-annotation2-category,3658,/annotation-quality-control-category,11
/genomics2-category,/genome-annotation2-category,3658,/antibiotic-resistance-gene-prediction-category,11
/genomics2-category,/genome-annotation2-category,3658,/circular-genome-visualization-category,11
/genomics2-category,/genome-annotation2-category,3658,/cooperative-transcription-factor-prediction-category,11
/genomics2-category,/genome-annotation2-category,3658,/dot-plot-generation-category,11
/genomics2-category,/genome-annotation2-category,3658,/prophage-prediction-category,11
/genomics2-category,/genome-annotation2-category,3658,/transposon-annotation-category,11
/genomics2-category,/genome-annotation2-category,3658,/trna-gene-prediction-category,11
/genomics2-category,/genome-annotation2-category,3658,/genomic-interval-association-category,12
/genomics2-category,/genome-annotation2-category,3658,/personal-genomics-category,13
/genomics2-category,/genome-annotation2-category,3658,/restriction-site-detection-category,13
/genomics2-category,/genome-annotation2-category,3658,/signature-discovery-category,13
/genomics2-category,/genome-annotation2-category,3658,/translational-research-platforms-category,13
/genomics2-category,/genome-annotation2-category,3658,/dna-recombination-site-prediction-category,15
/genomics2-category,/genome-annotation2-category,3658,/circos-plot-generation-category,18
/genomics2-category,/genome-annotation2-category,3658,/cnv-annotation-category,18
/genomics2-category,/genome-annotation2-category,3658,/sequence-logo-generation-category,18
/genomics2-category,/genome-annotation2-category,3658,/virome-category,18
/genomics2-category,/genome-annotation2-category,3658,/taxonomy-identification-category,19
/genomics2-category,/genome-annotation2-category,3658,/multiple-sequence-alignment-quality-control-category,20
/genomics2-category,/genome-annotation2-category,3658,/other-resources-category,20
/genomics2-category,/genome-annotation2-category,3658,/crispr-detection-category,21
/genomics2-category,/genome-annotation2-category,3658,/synteny-visualization-category,21
/genomics2-category,/genome-annotation2-category,3658,/mutational-signatures-category,22
/genomics2-category,/genome-annotation2-category,3658,/gene-visualization-category,23
/genomics2-category,/genome-annotation2-category,3658,/motif-enrichment-category,23
/genomics2-category,/genome-annotation2-category,3658,/data-warehousing-systems-category,29
/genomics2-category,/genome-annotation2-category,3658,/rsnp-prediction-category,29
/genomics2-category,/genome-annotation2-category,3658,/venn-diagrams-category,29
/genomics2-category,/genome-annotation2-category,3658,/functional-annotation-category,31
/genomics2-category,/genome-annotation2-category,3658,/genomic-region-enrichment-category,31
/genomics2-category,/genome-annotation2-category,3658,/semantic-similarity-measurement-category,34
/genomics2-category,/genome-annotation2-category,3658,/protein-database-search-category,35
/genomics2-category,/genome-annotation2-category,3658,/gene-prediction-category,36
/genomics2-category,/genome-annotation2-category,3658,/genomic-islands-category,37
/genomics2-category,/genome-annotation2-category,3658,/synteny-detection-category,37
/genomics2-category,/genome-annotation2-category,3658,/enhancer-prediction-category,38
/genomics2-category,/genome-annotation2-category,3658,/motif-scanning-category,39
/genomics2-category,/genome-annotation2-category,3658,/tcga-data-access-category,39
/genomics2-category,/genome-annotation2-category,3658,/read-alignment-visualization-category,48
/genomics2-category,/genome-annotation2-category,3658,/promoter-prediction-category,51
/genomics2-category,/genome-annotation2-category,3658,/comparative-genome-visualization-category,52
/genomics2-category,/genome-annotation2-category,3658,/whole-genome-alignment-category,53
/genomics2-category,/genome-annotation2-category,3658,/variant-visualization2-category,54
/genomics2-category,/genome-annotation2-category,3658,/mirna-prediction-category,57
/genomics2-category,/genome-annotation2-category,3658,/pangenomics-category,57
/genomics2-category,/genome-annotation2-category,3658,/sequence-alignment-visualization-category,57
/genomics2-category,/genome-annotation2-category,3658,/cis-regulatory-module-prediction-category,59
/genomics2-category,/genome-annotation2-category,3658,/pairwise-sequence-alignment-category,67
/genomics2-category,/genome-annotation2-category,3658,/domain-prediction-category,75
/genomics2-category,/genome-annotation2-category,3658,/tandem-repeat-prediction-category,76
/genomics2-category,/genome-annotation2-category,3658,/protein-coding-gene-prediction-category,77
/genomics2-category,/genome-annotation2-category,3658,/orthology-prediction-category,84
/genomics2-category,/genome-annotation2-category,3658,/sequence-homology-search-category,84
/genomics2-category,/genome-annotation2-category,3658,/genome-annotation-category,94
/genomics2-category,/genome-annotation2-category,3658,/gene-ontologies-category,104
/genomics2-category,/genome-annotation2-category,3658,/gene-prioritization-category,105
/genomics2-category,/genome-annotation2-category,3658,/transposable-element-prediction-category,113
/genomics2-category,/genome-annotation2-category,3658,/variant-annotation-category,135
/genomics2-category,/genome-annotation2-category,3658,/transcription-factor-binding-site-prediction-category,139
/genomics2-category,/genome-annotation2-category,3658,/motif-discovery2-category,140
/genomics2-category,/genome-annotation2-category,3658,/multiple-sequence-alignment-category,147
/genomics2-category,/genome-annotation2-category,3658,/genome-visualization-category,171
/genomics2-category,/genome-annotation2-category,3658,/network-visualization-category,221
/genomics2-category,/genome-annotation2-category,3658,/gene-regulatory-networks-category,360
/genomics2-category,/genome-editing-category,133,/unclassified-tools-21-category,3
/genomics2-category,/genome-editing-category,133,/zfns-category,7
/genomics2-category,/genome-editing-category,133,/genome-editing-evaluation-category,15
/genomics2-category,/genome-editing-category,133,/talens-category,18
/genomics2-category,/genome-editing-category,133,/crispr-cas9-category,90
/genomics2-category,/genome-editing-databases-category,48,/talen-data-category,3
/genomics2-category,/genome-editing-databases-category,48,/meganucleases-category,4
/genomics2-category,/genome-editing-databases-category,48,/zfn-data-category,4
/genomics2-category,/genome-editing-databases-category,48,/educational-websites-database-category,18
/genomics2-category,/genome-editing-databases-category,48,/crispr-cas9-data-category,19
/proteomics-category,/glycomics-category,42,/bioinformatic-workflows-1-category,0
/proteomics-category,/glycomics-category,42,/carbohydrate-structure-analysis-category,0
/proteomics-category,/glycomics-category,42,/mannosylation-site-prediction-category,1
/proteomics-category,/glycomics-category,42,/glycan-structure-alignment-category,3
/proteomics-category,/glycomics-category,42,/unclassified-tools-9-category,18
/proteomics-category,/glycomics-category,42,/glycan-sites-category,20
/proteomics-category,/glycomics-data-category,56,/glycomic-ontologies-category,1
/proteomics-category,/glycomics-data-category,56,/glycan-binding-protein-databases-category,5
/proteomics-category,/glycomics-data-category,56,/glycan-spectral-libraries-category,5
/proteomics-category,/glycomics-data-category,56,/unclassified-data-11-category,11
/proteomics-category,/glycomics-data-category,56,/glycan-structure-data-category,17
/proteomics-category,/glycomics-data-category,56,/glycosylation-site-data-category,17
/transcriptomics-category,/gro-seq-category,8,/data-analysis-33-category,8
/genomics2-category,/gwas-category,803,/identity-by-descent-association-testing-category,10
/genomics2-category,/gwas-category,803,/cnv-association-category,14
/genomics2-category,/gwas-category,803,/quality-control7-category,21
/genomics2-category,/gwas-category,803,/haplotype-association-category,24
/genomics2-category,/gwas-category,803,/simulation-category,24
/genomics2-category,/gwas-category,803,/multivariate-analysis-category,30
/genomics2-category,/gwas-category,803,/visualization-category,33
/genomics2-category,/gwas-category,803,/summary-statistics-category,36
/genomics2-category,/gwas-category,803,/linkage-disequilibrium-category,37
/genomics2-category,/gwas-category,803,/meta-analysis3-category,38
/genomics2-category,/gwas-category,803,/statistical-analysis-category,49
/genomics2-category,/gwas-category,803,/association-mapping-category,56
/genomics2-category,/gwas-category,803,/pathway-analysis-category,57
/genomics2-category,/gwas-category,803,/rare-variant-association-analysis-category,58
/genomics2-category,/gwas-category,803,/genotype-imputation-category,61
/genomics2-category,/gwas-category,803,/complex-trait-prediction-category,71
/genomics2-category,/gwas-category,803,/snp-prioritization-category,84
/genomics2-category,/gwas-category,803,/epistasis-detection-category,100
/genomics2-category,/ht-selex-category,18,/data-analysis-39-category,18
/proteomics-category,/immunology-category,311,/antibody-humanization-category,1
/proteomics-category,/immunology-category,311,/anti-inflammatory-epitope-prediction-category,2
/proteomics-category,/immunology-category,311,/deimmunization-category,2
/proteomics-category,/immunology-category,311,/epitope-modification-prediction-category,2
/proteomics-category,/immunology-category,311,/innate-immunity-category,2
/proteomics-category,/immunology-category,311,/antibody-modeling-category,3
/proteomics-category,/immunology-category,311,/cytokine-induction-prediction-category,3
/proteomics-category,/immunology-category,311,/adhesin-and-adhesin-like-protein-prediction-category,4
/proteomics-category,/immunology-category,311,/tap-prediction-category,4
/proteomics-category,/immunology-category,311,/epitope-assembly-category,5
/proteomics-category,/immunology-category,311,/immuno-domain-prediction-category,5
/proteomics-category,/immunology-category,311,/allergen-cross-reactivity-prediction-category,6
/proteomics-category,/immunology-category,311,/cytokine-prediction-category,6
/proteomics-category,/immunology-category,311,/proteasomal-cleavage-category,6
/proteomics-category,/immunology-category,311,/antibody-antigen-interaction-category,8
/proteomics-category,/immunology-category,311,/immunoglobulin-rearrangement-detection-category,8
/proteomics-category,/immunology-category,311,/mimotope-based-b-cell-epitope-prediction-category,9
/proteomics-category,/immunology-category,311,/epitope-selection-category,10
/proteomics-category,/immunology-category,311,/coreceptor-usage-prediction-category,11
/proteomics-category,/immunology-category,311,/vaccine-candidate-prediction-category,12
/proteomics-category,/immunology-category,311,/allergen-prediction-category,16
/proteomics-category,/immunology-category,311,/antibody-structure-category,18
/proteomics-category,/immunology-category,311,/structure-based-b-cell-epitope-prediction-category,18
/proteomics-category,/immunology-category,311,/b-cell-epitopes-category,24
/proteomics-category,/immunology-category,311,/other-unclassified-tools-category,27
/proteomics-category,/immunology-category,311,/t-cell-epitopes-category,48
/proteomics-category,/immunology-category,311,/mhc-class-i-epitope-prediction-category,51
/proteomics-category,/immunology-databases-category,183,/allergy-related-gene-databases-category,1
/proteomics-category,/immunology-databases-category,183,/immunology-ontologies-category,1
/proteomics-category,/immunology-databases-category,183,/antigen-antibody-interaction-data-category,2
/proteomics-category,/immunology-databases-category,183,/autoimmune-disease-data-category,2
/proteomics-category,/immunology-databases-category,183,/hepatitis-c-virus-data-category,2
/proteomics-category,/immunology-databases-category,183,/immunome-process-databases-category,2
/proteomics-category,/immunology-databases-category,183,/ligand-receptor-interaction-data-category,2
/proteomics-category,/immunology-databases-category,183,/human-immunodefiency-virus-data-category,3
/proteomics-category,/immunology-databases-category,183,/immune-function-data-category,3
/proteomics-category,/immunology-databases-category,183,/autoantigen-data-category,4
/proteomics-category,/immunology-databases-category,183,/immune-ligand-data-category,4
/proteomics-category,/immunology-databases-category,183,/mhc-data-category,4
/proteomics-category,/immunology-databases-category,183,/immune-receptor-data-category,5
/proteomics-category,/immunology-databases-category,183,/t-cell-receptor-sequence-data-category,6
/proteomics-category,/immunology-databases-category,183,/allergens-category,8
/proteomics-category,/immunology-databases-category,183,/b-cell-epitope-data-category,10
/proteomics-category,/immunology-databases-category,183,/unclassified-data-category,10
